"Number_of_Vehicles","Accident_Date","Time_24hr_","First_Road_Class","Road_Surface","Lighting_Conditions","Weather_Conditions","Type_of_Vehicle","Casualty_Class","Casualty_Severity","Sex_of_Casualty","Age_of_Casualty"
2,2015-04-20,"08:00","A","Dry",1,1,1,1,3,1,28
1,2015-04-21,"15:55","B","Dry",1,1,9,3,3,1,13
2,2015-04-22,"15:27","U","Dry",1,1,9,1,3,1,27
2,2015-04-23,"07:45","A","Dry",1,1,9,1,3,2,31
2,2015-04-25,"09:20","U","Wet/Damp",1,2,3,1,3,2,17
2,2015-04-26,"00:09","A","Dry",4,1,9,1,3,1,25
2,2015-04-26,"00:09","A","Dry",4,1,8,2,3,2,32
2,2015-04-26,"00:09","A","Dry",4,1,8,1,3,1,34
2,2015-04-26,"00:09","A","Dry",4,1,9,2,3,2,32
3,2015-04-26,"15:00","A","Dry",1,1,9,2,3,2,22
3,2015-04-26,"15:00","A","Dry",1,1,9,2,3,2,20
1,2015-04-27,"14:25","U","Dry",1,1,3,1,3,1,29
2,2015-04-27,"16:44","A","Dry",1,1,1,1,3,1,16
2,2015-04-27,"16:00","U","Dry",1,1,1,1,3,1,19
1,2015-05-01,"00:55","A","Dry",4,1,9,1,3,1,23
1,2015-05-01,"00:55","A","Dry",4,1,9,2,3,2,23
1,2015-05-01,"18:40","A","Dry",1,1,9,2,3,2,19
1,2015-05-01,"18:40","A","Dry",1,1,9,1,3,2,20
1,2015-05-02,"11:45","U","Wet/Damp",1,2,9,3,3,2,64
2,2015-05-03,"07:20","M","Wet/Damp",1,2,19,1,3,1,30
2,2015-05-03,"09:36","A","Wet/Damp",1,2,9,2,3,2,43
2,2015-05-03,"10:34","A","Wet/Damp",1,2,9,1,3,2,31
2,2015-05-03,"11:26","A","Dry",1,1,9,1,3,1,22
2,2015-05-03,"11:26","A","Dry",1,1,9,1,3,1,20
2,2015-05-03,"17:49","B","Dry",1,1,3,1,3,1,32
2,2015-05-04,"01:22","U","Dry",4,1,9,1,3,1,22
2,2015-05-04,"01:22","U","Dry",4,1,8,1,3,1,42
2,2015-05-07,"00:46","U","Dry",4,1,3,1,3,1,19
2,2015-05-08,"16:40","A","Dry",1,1,9,1,3,2,24
2,2015-05-08,"21:02","U","Wet/Damp",1,5,9,1,3,1,41
2,2015-05-09,"22:50","A","Dry",1,1,1,1,3,1,43
2,2015-05-09,"23:25","A","Dry",7,1,9,1,3,2,60
2,2015-05-10,"14:15","U","Dry",1,1,1,1,3,1,48
3,2015-05-11,"17:33","M","Dry",1,1,9,1,3,2,25
3,2015-05-11,"17:33","M","Dry",1,1,9,1,3,2,39
2,2015-05-13,"12:33","U","Dry",1,1,9,3,3,1,74
2,2015-05-14,"06:40","A","Dry",1,1,1,1,3,1,14
3,2015-05-14,"10:15","U","Dry",1,1,9,1,3,2,53
2,2015-05-16,"08:30","U","Dry",1,1,9,1,1,1,81
2,2015-05-16,"08:30","U","Dry",1,1,9,1,3,1,45
1,2015-05-15,"16:20","U","Dry",1,1,9,3,2,1,11
1,2015-05-16,"14:56","U","Dry",1,1,90,2,2,1,2
1,2015-05-16,"19:05","U","Dry",1,1,9,3,3,1,8
2,2015-05-17,"13:00","A","Dry",1,1,9,2,3,1,29
2,2015-05-17,"13:00","A","Dry",1,1,9,1,3,1,39
1,2015-05-19,"15:19","U","Dry",1,1,9,3,3,1,66
3,2015-05-21,"16:10","B","Dry",1,1,9,1,3,1,18
3,2015-05-21,"16:10","B","Dry",1,1,9,2,3,1,19
3,2015-05-21,"16:10","B","Dry",1,1,9,2,3,2,17
3,2015-05-21,"16:10","B","Dry",1,1,9,1,3,2,54
3,2015-05-21,"16:10","B","Dry",1,1,9,1,3,1,44
3,2015-05-23,"11:45","A","Dry",1,1,5,1,2,1,27
1,2015-05-25,"02:00","U","Dry",1,1,8,3,3,1,25
3,2015-05-26,"08:00","A","Dry",1,1,9,1,3,1,21
1,2015-05-26,"14:21","A","Dry",1,1,3,1,3,1,23
2,2015-05-27,"13:00","U","Dry",1,1,9,1,3,1,23
2,2015-05-27,"13:00","U","Dry",1,1,9,2,3,2,18
2,2015-05-28,"19:15","U","Dry",1,1,9,1,3,1,57
2,2015-05-29,"19:08","U","Dry",1,1,9,1,3,1,34
1,2015-05-31,"01:50","U","Wet/Damp",6,2,8,3,3,1,19
2,2015-05-02,"12:15","A","Dry",1,1,5,1,3,1,53
5,2015-06-01,"06:00","M","Dry",1,1,9,1,3,1,53
5,2015-06-01,"06:00","M","Dry",1,1,9,1,3,1,23
3,2015-06-01,"17:05","U","Wet/Damp",1,2,9,1,3,1,19
3,2015-06-01,"17:05","U","Wet/Damp",1,2,9,1,3,1,20
4,2015-06-01,"19:00","A","Wet/Damp",1,5,9,1,3,1,42
4,2015-06-01,"19:00","A","Wet/Damp",1,5,9,1,3,2,41
4,2015-06-01,"19:00","A","Wet/Damp",1,5,9,1,3,1,37
4,2015-06-01,"19:00","A","Wet/Damp",1,5,9,1,3,1,22
2,2015-06-02,"08:10","A","Dry",1,1,5,1,3,1,35
2,2015-06-04,"15:59","A","Dry",1,1,9,1,3,2,47
2,2015-06-04,"15:59","A","Dry",1,1,9,2,3,2,27
2,2015-06-04,"15:59","A","Dry",1,1,9,2,3,2,25
2,2015-06-04,"15:59","A","Dry",1,1,9,2,3,2,60
2,2015-06-04,"15:59","A","Dry",1,1,9,2,3,2,44
1,2015-06-05,"15:42","U","Dry",1,1,9,2,3,2,10
2,2015-06-05,"19:03","A","Dry",1,1,9,1,2,2,34
2,2015-06-05,"19:03","A","Dry",1,1,9,1,3,2,40
2,2015-05-31,"10:05","A","Dry",1,1,1,1,2,1,25
2,2015-06-08,"18:35","U","Dry",1,1,9,3,2,2,9
2,2015-06-08,"19:30","B","Dry",1,1,21,1,3,1,49
2,2015-06-09,"17:10","A","Dry",1,1,4,1,2,2,24
2,2015-06-09,"17:25","A","Dry",1,1,3,1,3,1,42
2,2015-06-10,"06:30","A","Dry",1,1,1,1,3,1,43
2,2015-06-12,"18:00","B","Dry",1,1,1,1,3,1,19
2,2015-06-13,"11:10","U","Dry",1,1,9,1,3,1,28
2,2015-06-13,"11:10","U","Dry",1,1,9,2,3,2,29
3,2015-06-13,"12:14","A","Dry",1,1,21,1,3,1,52
2,2015-06-13,"20:50","U","Dry",1,1,9,2,3,2,24
3,2015-06-15,"10:45","A","Dry",1,1,1,1,2,1,42
2,2015-06-16,"12:25","U","Dry",1,1,19,1,3,1,42
2,2015-06-16,"13:43","A","Dry",1,1,19,1,3,1,60
1,2015-06-16,"17:20","A","Dry",1,1,11,2,3,1,3
2,2015-06-17,"12:52","A","Wet/Damp",1,2,9,1,3,2,52
2,2015-06-17,"12:52","A","Wet/Damp",1,2,9,1,3,2,25
1,2015-06-17,"13:30","A","Wet/Damp",1,2,9,3,3,2,30
2,2015-06-18,"09:50","A","Dry",1,1,8,1,3,1,50
2,2015-06-18,"09:50","A","Dry",1,1,8,2,3,2,44
2,2015-06-18,"09:50","A","Dry",1,1,9,1,3,1,28
2,2015-06-18,"16:05","A","Dry",1,4,1,1,3,1,51
1,2015-06-18,"17:15","U","Dry",1,1,9,3,3,2,30
2,2015-06-20,"12:00","U","Wet/Damp",1,1,9,1,3,1,36
1,2015-06-20,"14:30","U","Dry",1,1,17,1,3,2,20
2,2015-06-20,"23:05","U","Dry",4,1,8,2,3,2,22
1,2015-06-22,"18:50","U","Dry",1,1,4,1,2,1,17
3,2015-06-23,"17:30","A","Dry",1,1,9,1,3,1,35
3,2015-06-23,"17:30","A","Dry",1,1,9,2,3,2,74
2,2015-06-25,"12:00","A","Dry",1,1,3,1,3,1,18
1,2015-06-25,"13:10","A","Dry",1,1,9,1,3,2,71
2,2015-06-25,"13:20","U","Dry",1,1,1,1,2,1,45
1,2015-06-26,"20:30","B","Dry",1,1,9,2,3,1,24
2,2015-06-27,"20:10","A","Dry",1,1,9,2,3,2,34
2,2015-06-27,"20:50","A","Dry",4,1,9,1,2,1,38
2,2015-06-27,"20:50","A","Dry",4,1,9,2,2,1,19
2,2015-06-27,"20:50","A","Dry",4,1,9,2,2,1,35
2,2015-06-27,"20:50","A","Dry",4,1,9,1,2,1,22
2,2015-06-27,"20:50","A","Dry",4,1,9,2,2,1,20
2,2015-06-27,"20:50","A","Dry",4,1,9,2,2,1,17
1,2015-06-28,"20:50","A","Dry",1,1,9,3,3,1,42
3,2015-06-28,"22:45","U","Dry",4,1,9,2,1,2,16
3,2015-06-28,"22:45","U","Dry",4,1,9,2,3,2,28
3,2015-06-28,"22:45","U","Dry",4,1,9,1,2,2,22
1,2015-06-30,"10:50","A","Dry",1,1,3,1,3,1,46
2,2015-06-30,"07:35","A","Dry",1,1,9,2,3,2,50
2,2015-06-30,"07:35","A","Dry",1,1,9,1,3,1,57
2,2015-06-30,"07:35","A","Dry",1,1,9,1,3,2,47
1,2015-07-01,"12:28","A","Dry",1,1,21,3,3,2,86
1,2015-07-01,"16:45","U","Dry",1,1,3,1,3,1,32
2,2015-07-01,"17:15","A","Dry",1,1,9,2,3,1,9
2,2015-07-02,"19:00","A","Dry",1,1,1,1,3,1,35
2,2015-07-02,"20:55","U","Dry",1,1,9,1,3,1,46
2,2015-07-02,"20:55","U","Dry",1,1,9,1,2,1,49
2,2015-07-03,"07:05","A","Dry",1,1,4,1,3,2,21
1,2015-07-03,"11:55","A","Dry",1,1,9,3,2,1,41
2,2015-07-05,"17:55","A","Dry",1,1,9,2,2,2,51
2,2015-07-05,"17:55","A","Dry",1,1,9,1,3,1,62
2,2015-07-05,"17:55","A","Dry",1,1,9,1,3,2,44
1,2015-07-06,"15:41","U","Dry",1,1,9,3,3,2,7
1,2015-07-07,"15:35","U","Dry",1,1,9,1,3,2,56
2,2015-07-07,"22:30","A","Wet/Damp",4,1,9,1,2,2,48
2,2015-07-07,"22:30","A","Wet/Damp",4,1,9,2,2,1,30
2,2015-07-07,"22:30","A","Wet/Damp",4,1,9,1,2,1,33
1,2015-07-08,"00:00","U","Wet/Damp",1,2,9,3,3,2,14
1,2015-07-08,"19:58","A","Dry",1,1,9,3,2,1,8
1,2015-07-03,"12:50","U","Dry",1,1,21,3,3,2,42
2,2015-07-10,"11:50","U","Dry",1,1,1,1,3,1,21
3,2015-07-10,"13:58","A","Dry",1,1,9,1,3,2,55
3,2015-07-10,"13:58","A","Dry",1,1,9,1,3,2,45
2,2015-07-12,"11:14","A","Dry",1,1,9,1,3,1,65
2,2015-07-13,"15:17","A","Dry",1,1,9,1,3,1,37
2,2015-07-13,"15:17","A","Dry",1,1,9,1,2,2,65
2,2015-07-13,"16:35","M","Dry",1,1,9,1,3,2,47
2,2015-07-14,"13:27","U","Dry",1,1,9,1,3,2,25
2,2015-07-14,"13:27","U","Dry",1,1,9,1,3,2,36
2,2015-07-15,"13:52","U","Dry",1,1,1,1,3,1,59
2,2015-07-15,"18:03","A","Dry",1,1,3,1,2,1,54
4,2015-07-16,"22:55","U","Dry",4,1,9,1,3,1,32
4,2015-07-16,"22:55","U","Dry",4,1,9,2,3,1,19
2,2015-07-17,"08:09","U","Dry",1,1,9,1,3,2,57
2,2015-07-17,"16:30","U","Dry",1,1,9,1,3,1,46
2,2015-07-17,"12:26","U","Dry",1,1,9,1,3,2,31
2,2015-07-20,"05:54","A","Dry",1,1,3,1,3,1,37
2,2015-07-22,"08:10","B","Dry",1,1,9,1,2,2,41
1,2015-07-22,"17:38","A","Dry",1,1,9,3,3,2,11
1,2015-07-24,"15:10","U","Dry",1,1,9,3,3,2,25
2,2015-07-24,"22:00","A","Dry",4,1,9,1,3,2,39
1,2015-07-24,"23:15","U","Dry",4,1,9,3,2,1,24
1,2015-07-25,"12:24","A","Dry",1,1,9,3,3,1,55
1,2015-07-25,"17:00","U","Dry",1,1,90,3,2,1,13
2,2015-07-26,"17:30","U","Wet/Damp",1,2,9,2,3,1,39
1,2015-07-27,"13:30","A","Wet/Damp",1,2,3,1,3,2,17
2,2015-07-28,"16:36","U","Dry",1,1,1,1,2,1,18
2,2015-07-30,"08:10","A","Wet/Damp",1,1,5,1,3,1,58
2,2015-07-30,"17:40","U","Dry",1,1,1,1,2,1,30
2,2015-07-31,"12:25","A","Dry",1,1,9,1,3,1,83
2,2015-07-31,"16:16","A","Dry",1,1,9,2,2,2,34
2,2015-07-31,"16:15","U","Dry",1,1,9,2,3,2,45
2,2015-07-31,"16:15","U","Dry",1,1,9,1,3,1,54
2,2015-07-31,"16:20","A","Dry",1,1,3,1,3,1,18
2,2015-08-03,"14:03","A","Dry",1,1,4,1,3,1,NA
2,2015-08-04,"15:26","U","Wet/Damp",1,2,9,2,3,2,26
2,2015-08-06,"19:07","U","Dry",1,1,9,2,3,2,19
1,2015-08-06,"20:05","A","Dry",1,1,9,1,3,2,57
2,2015-08-03,"14:25","A","Dry",1,1,9,1,3,1,35
2,2015-08-07,"15:25","M","Dry",1,1,9,2,3,2,6
2,2015-08-07,"15:25","M","Dry",1,1,9,2,3,2,10
2,2015-08-07,"15:25","M","Dry",1,1,9,2,3,2,39
2,2015-08-07,"15:25","M","Dry",1,1,9,2,3,2,21
2,2015-08-07,"15:25","M","Dry",1,1,9,1,3,2,22
2,2015-08-07,"15:25","M","Dry",1,1,9,2,3,2,44
2,2015-08-07,"15:25","M","Dry",1,1,9,2,3,2,18
1,2015-08-07,"21:20","U","Dry",4,1,9,3,3,1,44
2,2015-08-08,"08:30","A","Dry",1,1,1,1,3,1,45
1,2015-08-08,"01:45","U","Dry",4,1,9,3,2,1,22
1,2015-08-08,"21:00","U","Dry",1,1,9,3,3,2,12
2,2015-08-11,"19:14","A","Dry",1,1,5,1,3,1,66
4,2015-08-12,"08:14","U","Dry",1,1,9,1,3,1,67
1,2015-08-13,"16:25","U","Dry",1,1,11,3,3,1,74
1,2015-08-14,"02:09","A","Wet/Damp",4,2,4,1,3,1,20
2,2015-08-14,"14:50","U","Wet/Damp",1,2,9,2,3,2,28
2,2015-08-14,"14:50","U","Wet/Damp",1,2,9,2,3,1,31
1,2015-08-15,"12:43","U","Dry",1,1,9,3,1,1,46
2,2015-08-16,"09:34","A","Dry",1,1,9,1,3,1,51
2,2015-08-17,"11:50","U","Dry",1,1,1,1,3,2,7
2,2015-08-17,"20:00","A","Dry",1,1,3,1,3,1,20
2,2015-08-23,"19:00","A","Wet/Damp",1,2,5,1,3,1,36
2,2015-08-25,"12:20","U","Dry",1,1,9,1,3,2,55
2,2015-08-25,"12:20","U","Dry",1,1,11,1,3,1,58
2,2015-08-25,"12:20","U","Dry",1,1,11,2,3,2,79
1,2015-08-26,"13:56","A","Dry",1,1,9,3,3,1,7
2,2015-08-27,"07:30","A","Dry",1,1,3,1,3,1,19
1,2015-08-27,"16:10","U","Dry",1,1,9,3,3,1,9
2,2015-08-27,"16:55","U","Dry",1,1,1,1,3,1,9
2,2015-08-28,"14:15","A","Wet/Damp",1,1,9,2,2,2,71
2,2015-08-28,"14:15","A","Wet/Damp",1,1,9,1,3,2,47
2,2015-08-28,"14:15","A","Wet/Damp",1,1,9,1,3,1,68
2,2015-08-28,"14:15","A","Wet/Damp",1,1,1,1,3,2,15
1,2015-08-28,"23:45","U","Dry",6,1,9,1,3,1,21
1,2015-08-28,"23:45","U","Dry",6,1,9,2,3,1,18
2,2015-09-03,"17:15","U","Dry",1,1,3,1,3,1,23
1,2015-09-03,"18:37","U","Dry",1,1,3,1,2,1,19
2,2015-09-01,"10:15","U","Dry",1,1,1,1,3,1,7
1,2015-09-06,"00:50","A","Dry",4,1,9,1,3,2,26
2,2015-09-06,"18:49","A","Dry",1,1,3,1,2,1,30
1,2015-09-07,"08:20","U","Wet/Damp",1,1,9,3,3,1,18
2,2015-09-09,"06:55","A","Dry",1,1,9,1,3,1,56
2,2015-09-09,"07:40","A","Dry",1,1,4,1,3,1,56
2,2015-09-09,"13:32","A","Dry",1,1,9,1,3,2,41
1,2015-09-06,"08:30","U","Dry",1,1,9,3,3,1,46
1,2015-09-10,"14:00","A","Dry",1,1,9,1,3,2,53
2,2015-09-11,"15:10","U","Dry",1,1,9,1,3,2,35
2,2015-09-11,"15:10","U","Dry",1,1,19,1,3,1,63
1,2015-09-12,"07:54","B","Wet/Damp",1,2,9,1,3,1,27
2,2015-09-13,"12:45","A","Dry",1,1,1,1,3,1,68
2,2015-09-13,"19:24","U","Dry",4,1,9,1,3,1,23
2,2015-09-16,"08:26","A","Dry",1,1,9,1,3,2,50
2,2015-09-16,"08:26","A","Dry",1,1,9,1,3,2,45
1,2015-09-16,"11:15","U","Dry",1,1,9,3,3,2,25
1,2015-09-16,"12:48","U","Dry",1,1,1,1,2,1,31
2,2015-09-16,"10:15","A","Dry",1,1,9,1,3,1,25
4,2015-09-17,"20:15","U","Dry",4,1,9,1,3,2,32
4,2015-09-17,"20:15","U","Dry",4,1,9,1,3,2,56
1,2015-09-18,"16:40","U","Dry",1,1,9,3,3,1,44
2,2015-09-19,"15:50","A","Dry",1,1,1,1,3,1,63
2,2015-09-21,"17:31","U","Dry",1,1,9,1,3,1,59
2,2015-09-22,"08:30","A","Dry",1,1,9,1,3,2,18
2,2015-09-24,"10:05","U","Wet/Damp",1,1,2,1,3,2,22
2,2015-09-24,"22:40","A","Dry",4,1,9,1,3,2,23
2,2015-09-24,"22:40","A","Dry",4,1,9,1,3,2,46
1,2015-09-25,"08:05","U","Dry",1,1,9,3,3,1,11
2,2015-09-25,"12:26","A","Dry",1,1,9,2,3,2,47
2,2015-09-27,"08:25","A","Dry",1,1,9,1,3,2,55
2,2015-09-27,"15:00","U","Dry",1,1,1,1,3,1,50
2,2015-09-27,"17:10","A","Dry",1,1,9,1,3,1,20
1,2015-09-28,"10:23","A","Dry",1,1,11,3,2,1,61
2,2015-09-28,"16:08","U","Dry",1,1,9,3,3,1,16
1,2015-09-28,"09:50","A","Dry",1,1,11,2,3,1,78
2,2015-09-29,"20:05","U","Dry",4,1,9,2,3,2,47
1,2015-09-30,"15:41","A","Dry",1,1,9,3,2,1,10
2,2015-10-01,"16:40","U","Dry",1,1,9,1,3,2,25
2,2015-10-01,"16:40","U","Dry",1,1,9,2,3,2,29
1,2015-10-01,"18:30","U","Dry",1,1,9,3,3,2,5
1,2015-10-02,"12:09","U","Dry",1,1,9,3,2,1,1
2,2015-10-02,"16:20","A","Dry",1,1,5,1,3,1,35
2,2015-10-02,"16:20","A","Dry",1,1,9,1,3,1,36
2,2015-10-03,"18:25","U","Dry",1,1,1,1,3,1,6
1,2015-10-02,"21:15","U","Dry",4,1,9,3,3,1,63
4,2015-10-04,"07:40","U","Dry",1,1,9,1,3,1,24
2,2015-10-04,"12:40","A","Dry",1,1,9,1,3,1,27
3,2015-10-05,"12:30","A","Dry",1,1,9,1,3,1,53
3,2015-10-05,"12:30","A","Dry",1,1,9,2,3,1,19
2,2015-10-06,"19:45","U","Dry",4,1,1,1,3,1,16
2,2015-10-07,"06:55","A","Wet/Damp",4,2,1,1,3,1,28
1,2015-10-09,"17:00","U","Dry",1,1,9,3,3,1,5
2,2015-10-10,"12:19","A","Dry",1,1,9,1,3,2,32
2,2015-10-10,"12:19","A","Dry",1,1,9,1,3,1,41
1,2015-10-10,"15:27","U","Dry",1,1,9,3,2,2,13
2,2015-10-11,"19:33","A","Dry",4,1,9,1,2,1,26
2,2015-10-11,"19:33","A","Dry",4,1,9,1,2,1,19
2,2015-10-12,"07:41","A(M)","Dry",1,1,5,1,2,1,37
1,2015-10-12,"16:18","U","Dry",1,1,9,3,3,1,7
2,2015-10-13,"14:09","A","Dry",1,1,9,1,3,2,59
2,2015-10-14,"11:45","A","Dry",1,1,9,1,3,2,54
2,2015-10-14,"11:45","A","Dry",1,1,9,1,2,1,83
2,2015-10-15,"14:22","U","Dry",1,1,9,1,3,1,28
2,2015-10-16,"16:20","U","Dry",1,1,18,1,3,1,47
2,2015-10-16,"16:20","U","Dry",1,1,18,2,3,1,9
2,2015-10-16,"16:20","U","Dry",1,1,18,2,3,2,10
2,2015-10-16,"16:20","U","Dry",1,1,9,1,3,1,41
3,2015-10-17,"10:45","U","Dry",1,1,9,1,3,1,19
2,2015-10-18,"07:54","A","Wet/Damp",1,1,9,1,3,1,43
2,2015-10-19,"20:58","U","Dry",4,1,9,1,2,2,21
2,2015-10-19,"20:58","U","Dry",4,1,9,1,3,1,49
2,2015-10-19,"20:58","U","Dry",4,1,9,2,3,2,12
1,2015-10-20,"17:16","U","Dry",1,1,21,3,3,2,18
2,2015-10-21,"18:10","A","Dry",4,1,3,1,3,1,31
2,2015-10-25,"12:10","A","Dry",1,1,9,1,3,1,54
2,2015-10-25,"12:10","A","Dry",1,1,9,1,3,1,25
2,2015-10-27,"12:50","U","Wet/Damp",1,1,9,1,3,1,30
2,2015-10-28,"09:40","M","Dry",1,2,9,2,3,2,8
2,2015-10-28,"09:40","M","Dry",1,2,9,2,3,2,13
2,2015-10-29,"10:00","U","Wet/Damp",1,4,9,1,3,2,42
1,2015-11-01,"04:15","U","Wet/Damp",4,7,9,1,3,1,29
1,2015-11-01,"04:15","U","Wet/Damp",4,7,9,2,3,2,36
1,2015-11-01,"04:15","U","Wet/Damp",4,7,9,2,3,1,27
1,2015-11-01,"04:15","U","Wet/Damp",4,7,9,2,3,2,23
2,2015-11-01,"13:37","U","Dry",1,1,1,1,2,1,44
2,2015-11-04,"11:15","A","Dry",1,1,1,1,3,2,26
2,2015-11-04,"19:06","A","Wet/Damp",1,1,1,1,2,2,42
1,2015-11-05,"17:55","A(M)","Wet/Damp",4,7,9,3,3,2,19
1,2015-11-05,"19:30","U","Wet/Damp",4,2,9,3,2,1,28
1,2015-11-07,"12:10","U","Wet/Damp",1,1,9,3,3,1,63
2,2015-11-07,"13:55","U","Dry",1,1,2,1,3,1,17
2,2015-11-07,"15:58","U","Wet/Damp",1,1,9,1,3,1,36
1,2015-11-07,"22:30","U","Wet/Damp",4,1,9,3,3,2,NA
1,2015-11-08,"13:44","A","Dry",1,1,9,3,3,2,76
1,2015-11-08,"13:44","A","Dry",1,1,9,1,3,2,29
1,2015-11-08,"17:40","M","Wet/Damp",4,5,9,1,3,2,27
2,2015-11-06,"17:15","B","Dry",4,1,9,1,3,2,43
2,2015-11-09,"17:45","U","Wet/Damp",4,1,9,1,3,2,24
1,2015-11-09,"18:11","A","Wet/Damp",4,4,3,1,3,1,42
1,2015-11-09,"18:11","A","Wet/Damp",4,4,3,3,3,1,25
1,2015-11-10,"15:10","U","Wet/Damp",1,2,9,3,3,2,15
2,2015-11-10,"09:46","U","Dry",1,1,9,1,3,1,31
1,2015-11-07,"12:00","U","Wet/Damp",1,1,9,3,3,2,87
2,2015-11-13,"06:47","A","Wet/Damp",4,2,3,1,3,2,36
2,2015-11-13,"14:20","A","Wet/Damp",1,2,9,1,3,2,30
1,2015-11-13,"15:50","U","Wet/Damp",1,5,19,3,3,1,15
1,2015-11-13,"15:00","A","Wet/Damp",1,5,9,3,3,1,23
2,2015-11-14,"15:59","A","Wet/Damp",1,2,9,1,3,2,31
1,2015-11-14,"21:00","M","Wet/Damp",4,2,9,2,3,2,61
1,2015-11-14,"21:17","U","Wet/Damp",4,1,9,3,3,1,17
1,2015-11-14,"21:17","U","Wet/Damp",4,1,9,3,3,2,17
2,2015-11-14,"23:20","M","Wet/Damp",4,5,9,2,3,2,64
2,2015-11-14,"23:20","M","Wet/Damp",4,5,9,1,3,1,20
2,2015-11-14,"23:20","M","Wet/Damp",4,5,9,1,3,1,55
2,2015-11-18,"19:11","A","Wet/Damp",4,4,9,1,3,2,52
2,2015-11-19,"06:10","U","Dry",4,1,9,1,3,1,38
2,2015-11-19,"06:10","U","Dry",4,1,9,1,3,1,49
2,2015-11-18,"12:15","U","Wet/Damp",1,2,9,1,3,1,49
3,2015-11-19,"16:05","M","Wet/Damp",4,5,9,1,3,2,20
3,2015-11-19,"16:05","M","Wet/Damp",4,5,9,1,3,2,24
1,2015-11-20,"10:14","U","Wet/Damp",1,2,9,3,3,2,19
2,2015-11-20,"13:56","U","Wet/Damp",1,1,9,1,2,1,88
1,2015-11-22,"11:36","U","Dry",6,1,9,2,3,1,20
